appearance_id,game_id,player_id,player_club_id,player_current_club_id,date,player_name,competition_id,yellow_cards,red_cards,goals,assists,minutes_played
3837814_111455,3837814,111455,11,289,2022-08-05,Granit Xhaka,GB1,1,0,0,0,90
3837814_207014,3837814,207014,873,873,2022-08-05,Will Hughes,GB1,0,0,0,0,4
3837814_260827,3837814,260827,873,931,2022-08-05,Joachim Andersen,GB1,0,0,0,0,90
3837814_316264,3837814,316264,11,11,2022-08-05,Martin Ødegaard,GB1,0,0,0,0,90
3837814_392757,3837814,392757,873,281,2022-08-05,Marc Guéhi,GB1,0,0,0,0,90
3837814_420002,3837814,420002,873,873,2022-08-05,Jean-Philippe Mateta,GB1,0,0,0,0,32
3837814_433177,3837814,433177,11,11,2022-08-05,Bukayo Saka,GB1,0,0,0,0,90
3837814_435338,3837814,435338,11,11,2022-08-05,Gabriel,GB1,0,0,0,0,90
3837814_479999,3837814,479999,873,11,2022-08-05,Eberechi Eze,GB1,0,0,0,0,86
3837814_495666,3837814,495666,11,11,2022-08-05,William Saliba,GB1,0,0,0,0,90
3837814_655488,3837814,655488,11,11,2022-08-05,Gabriel Martinelli,GB1,0,0,1,0,90
3837814_730893,3837814,730893,873,873,2022-08-05,Tyrick Mitchell,GB1,0,0,0,0,90
3839025_161056,3839025,161056,27,27,2022-08-05,Joshua Kimmich,L1,0,0,1,0,90
3839025_212723,3839025,212723,24,368,2022-08-05,Djibril Sow,L1,0,0,0,0,90
3839025_371149,3839025,371149,24,12,2022-08-05,Evan Ndicka,L1,1,0,0,0,90
3839025_478573,3839025,478573,27,31,2022-08-05,Ryan Gravenberch,L1,0,0,0,0,33
3839732_607223,3839732,607223,1041,281,2022-08-05,Rayan Cherki,FR1,0,0,0,0,1
3837815_105470,3837815,105470,31,31,2022-08-06,Alisson,GB1,0,0,0,0,90
3837815_139208,3837815,139208,31,31,2022-08-06,Virgil van Dijk,GB1,0,0,0,0,90
3837815_148455,3837815,148455,31,31,2022-08-06,Mohamed Salah,GB1,0,0,1,0,90
3837815_314353,3837815,314353,31,418,2022-08-06,Trent Alexander-Arnold,GB1,0,0,0,0,90
3837815_349701,3837815,349701,931,931,2022-08-06,Antonee Robinson,GB1,0,0,0,0,90
3837815_480692,3837815,480692,31,27,2022-08-06,Luis Díaz,GB1,0,0,0,0,78
3837816_132098,3837816,132098,148,27,2022-08-06,Harry Kane,GB1,0,0,0,0,90
3837816_167799,3837816,167799,148,244,2022-08-06,Pierre-Emile Højbjerg,GB1,0,0,0,0,90
3837817_134270,3837817,134270,762,762,2022-08-06,Dan Burn,GB1,0,0,0,0,90
3837817_135343,3837817,135343,762,762,2022-08-06,Fabian Schär,GB1,0,0,1,0,90
3837817_199527,3837817,199527,762,762,2022-08-06,Jacob Murphy,GB1,0,0,0,0,1
3837817_470607,3837817,470607,703,873,2022-08-06,Brennan Johnson,GB1,0,0,0,0,90
3837817_503680,3837817,503680,703,703,2022-08-06,Neco Williams,GB1,1,0,0,0,90
3837817_520624,3837817,520624,762,762,2022-08-06,Bruno Guimarães,GB1,0,0,0,0,90
3837819_249994,3837819,249994,543,543,2022-08-06,José Sá,GB1,0,0,0,0,90
3837819_328784,3837819,328784,399,24,2022-08-06,Robin Koch,GB1,0,0,0,0,90
3837819_417346,3837819,417346,399,430,2022-08-06,Jack Harrison,GB1,1,0,0,1,90
3837819_429014,3837819,429014,543,703,2022-08-06,Morgan Gibbs-White,GB1,0,0,0,0,90
3837819_469050,3837819,469050,543,1148,2022-08-06,Nathan Collins,GB1,0,0,0,0,90
3837819_525247,3837819,525247,543,379,2022-08-06,Maximilian Kilman,GB1,0,0,0,0,90
3837820_111873,3837820,111873,405,405,2022-08-06,Emiliano Martínez,GB1,0,0,0,0,90
3837820_126664,3837820,126664,405,405,2022-08-06,Lucas Digne,GB1,0,0,0,0,90
3837820_188077,3837820,188077,989,989,2022-08-06,Ryan Christie,GB1,0,0,0,0,4
3837820_193116,3837820,193116,405,405,2022-08-06,John McGinn,GB1,0,0,0,0,90
3837820_262980,3837820,262980,989,873,2022-08-06,Jefferson Lerma,GB1,0,0,1,0,90
3837820_324358,3837820,324358,405,405,2022-08-06,Ollie Watkins,GB1,0,0,0,0,24
3837820_413403,3837820,413403,405,405,2022-08-06,Ezri Konsa,GB1,0,0,0,0,90
3837821_130164,3837821,130164,29,29,2022-08-06,Jordan Pickford,GB1,0,0,0,0,90
3837821_173504,3837821,173504,29,29,2022-08-06,James Tarkowski,GB1,0,0,0,0,90
3837821_242631,3837821,242631,29,931,2022-08-06,Alex Iwobi,GB1,0,0,0,0,90
3837821_315779,3837821,315779,631,5,2022-08-06,Christian Pulisic,GB1,0,0,0,0,25
3837821_404842,3837821,404842,29,29,2022-08-06,Vitaliy Mykolenko,GB1,1,0,0,0,90
3837821_488362,3837821,488362,631,148,2022-08-06,Conor Gallagher,GB1,0,0,0,0,1
3837821_503733,3837821,503733,29,762,2022-08-06,Anthony Gordon,GB1,0,0,0,0,90
3839026_187492,3839026,187492,16,16,2022-08-06,Julian Brandt,L1,0,0,0,0,22
3839026_196357,3839026,196357,15,27,2022-08-06,Jonathan Tah,L1,1,0,0,0,90
3839026_257814,3839026,257814,16,16,2022-08-06,Gregor Kobel,L1,0,0,0,0,90
3839026_326029,3839026,326029,16,12,2022-08-06,Donyell Malen,L1,0,0,0,0,84
3839026_484547,3839026,484547,15,31,2022-08-06,Jeremie Frimpong,L1,0,0,0,0,90
3839026_564545,3839026,564545,15,15,2022-08-06,Edmond Tapsoba,L1,0,0,0,0,90
3839026_581678,3839026,581678,16,418,2022-08-06,Jude Bellingham,L1,0,0,0,0,90
3839027_107775,3839027,107775,89,89,2022-08-06,Frederik Rönnow,L1,0,0,0,0,90
3839029_192635,3839029,192635,18,18,2022-08-06,Nico Elvedi,L1,0,0,1,0,90
3839029_318528,3839029,318528,18,46,2022-08-06,Marcus Thuram,L1,0,0,1,0,90
3839029_324278,3839029,324278,533,23826,2022-08-06,Christoph Baumgartner,L1,0,0,0,0,80
3839029_42205,3839029,42205,18,46,2022-08-06,Yann Sommer,L1,0,0,0,0,90
3839029_46580,3839029,46580,533,533,2022-08-06,Andrej Kramaric,L1,0,0,0,1,80
3839029_504153,3839029,504153,18,18,2022-08-06,Joe Scally,L1,1,0,0,0,84
3839029_55089,3839029,55089,533,533,2022-08-06,Oliver Baumann,L1,0,0,0,0,90
3839030_289835,3839030,289835,86,86,2022-08-06,Jens Stage,L1,0,0,0,1,90
3839030_327251,3839030,327251,82,23826,2022-08-06,Ridle Baku,L1,0,0,0,0,76
3839030_434224,3839030,434224,82,873,2022-08-06,Maxence Lacroix,L1,0,0,0,0,90
3839031_106872,3839031,106872,80,18,2022-08-06,Kevin Stöger,L1,0,0,1,0,90
3839031_251878,3839031,251878,39,252,2022-08-06,Aarón Martín,L1,0,0,0,0,90
3839031_314398,3839031,314398,39,39,2022-08-06,Jae-sung Lee,L1,0,0,0,0,62
3839031_344069,3839031,344069,39,399,2022-08-06,Anton Stach,L1,1,0,0,1,90
3839032_124502,3839032,124502,60,60,2022-08-06,Matthias Ginter,L1,0,0,1,0,90
3839032_125714,3839032,125714,60,15,2022-08-06,Mark Flekken,L1,0,0,0,0,90
3839032_185077,3839032,185077,60,60,2022-08-06,Vincenzo Grifo,L1,0,0,1,0,82
3839032_190284,3839032,190284,60,60,2022-08-06,Maximilian Eggestein,L1,0,0,0,0,90
3839032_335457,3839032,335457,167,79,2022-08-06,Ermedin Demirovic,L1,0,0,0,0,59
3839032_358504,3839032,358504,60,24,2022-08-06,Ritsu Doan,L1,0,0,1,0,82
3839729_315858,3839729,315858,583,281,2022-08-06,Gianluigi Donnarumma,FR1,0,0,0,0,90
3839729_487469,3839729,487469,583,583,2022-08-06,Vitinha,FR1,1,0,0,0,67
3839735_127202,3839735,127202,667,703,2022-08-06,Matz Sels,FR1,0,0,0,0,90
3839735_195778,3839735,195778,162,79,2022-08-06,Alexander Nübel,FR1,0,0,0,0,90
3839735_215977,3839735,215977,667,826,2022-08-06,Adrien Thomasson,FR1,0,0,0,0,90
3839735_283994,3839735,283994,667,3911,2022-08-06,Ludovic Ajorque,FR1,0,0,0,0,66
3839735_569598,3839735,569598,162,5,2022-08-06,Youssouf Fofana,FR1,1,0,0,0,90
3837818_249565,3837818,249565,1003,405,2022-08-07,Youri Tielemans,GB1,0,0,0,0,90
3837818_262226,3837818,262226,1003,931,2022-08-07,Timothy Castagne,GB1,0,0,1,0,90
3837818_262749,3837818,262749,1148,11,2022-08-07,David Raya,GB1,0,0,0,0,90
3837818_270171,3837818,270171,1148,1148,2022-08-07,Vitaly Janelt,GB1,0,0,0,0,90
3837818_319859,3837818,319859,1148,1148,2022-08-07,Mathias Jensen,GB1,0,0,0,0,59
3837818_388165,3837818,388165,1148,762,2022-08-07,Yoane Wissa,GB1,0,0,0,0,83
3837818_413039,3837818,413039,1148,985,2022-08-07,Bryan Mbeumo,GB1,0,0,0,0,90
3837822_144028,3837822,144028,1237,11,2022-08-07,Leandro Trossard,GB1,1,0,0,0,75
3837822_148153,3837822,148153,1237,1237,2022-08-07,Lewis Dunk,GB1,0,0,0,0,90
3837822_240306,3837822,240306,985,985,2022-08-07,Bruno Fernandes,GB1,0,0,0,0,90
3837822_258923,3837822,258923,985,131,2022-08-07,Marcus Rashford,GB1,0,0,0,0,90
3837822_315969,3837822,315969,985,6195,2022-08-07,Scott McTominay,GB1,1,0,0,0,78
3837822_357147,3837822,357147,985,985,2022-08-07,Diogo Dalot,GB1,0,0,0,0,90
3837822_534033,3837822,534033,1237,31,2022-08-07,Alexis Mac Allister,GB1,0,0,0,0,90
3837822_583189,3837822,583189,985,762,2022-08-07,Anthony Elanga,GB1,0,0,0,0,1
3837822_67063,3837822,67063,1237,1237,2022-08-07,Danny Welbeck,GB1,0,0,0,1,90
3837822_687626,3837822,687626,1237,631,2022-08-07,Moisés Caicedo,GB1,0,0,0,0,90
3837822_82873,3837822,82873,1237,1237,2022-08-07,Pascal Groß,GB1,0,0,2,0,90
3837823_157672,3837823,157672,379,533,2022-08-07,Vladimír Coufal,GB1,0,0,0,0,90
3837823_241641,3837823,241641,281,281,2022-08-07,Bernardo Silva,GB1,0,0,0,0,12
3837823_283628,3837823,283628,379,379,2022-08-07,Tomáš Souček,GB1,0,0,0,0,90
3837823_314875,3837823,314875,379,379,2022-08-07,Jarrod Bowen,GB1,0,0,0,0,90
3837823_357662,3837823,357662,379,11,2022-08-07,Declan Rice,GB1,0,0,0,0,90
3837823_357885,3837823,357885,379,150,2022-08-07,Pablo Fornals,GB1,0,0,0,0,90
3837823_406635,3837823,406635,281,281,2022-08-07,Phil Foden,GB1,0,0,0,0,88
3837823_418560,3837823,418560,281,281,2022-08-07,Erling Haaland,GB1,0,0,2,0,78
3837823_576024,3837823,576024,281,13,2022-08-07,Julián Alvarez,GB1,0,0,0,0,12
3837823_95424,3837823,95424,281,1132,2022-08-07,Kyle Walker,GB1,0,0,0,0,90
3839028_116088,3839028,116088,33,3,2022-08-07,Marius Bülter,L1,0,0,1,0,32
3839033_193004,3839033,193004,79,16,2022-08-07,Waldemar Anton,L1,0,0,0,0,90
3839033_232320,3839033,232320,79,79,2022-08-07,Atakan Karazor,L1,0,0,0,0,1
3839033_238407,3839033,238407,23826,13,2022-08-07,Alexander Sørloth,L1,1,0,0,0,5
3839033_272278,3839033,272278,79,79,2022-08-07,Chris Führich,L1,0,0,0,0,77
3839033_451276,3839033,451276,23826,31,2022-08-07,Dominik Szoboszlai,L1,0,0,0,0,31
3839728_288225,3839728,288225,995,273,2022-08-07,Ludovic Blas,FR1,0,0,0,0,78
3839728_462348,3839728,462348,995,995,2022-08-07,Mostafa Mohamed,FR1,0,0,0,0,19
3839730_533738,3839730,533738,1082,506,2022-08-07,Jonathan David,FR1,0,0,2,1,90
3839730_84301,3839730,84301,1082,1082,2022-08-07,Benjamin André,FR1,0,0,1,0,90
3839731_624037,3839731,624037,969,3911,2022-08-07,Joris Chotard,FR1,0,0,0,0,90
3839733_175639,3839733,175639,244,417,2022-08-07,Jonathan Clauss,FR1,0,0,0,0,83
3839733_414908,3839733,414908,1421,10004,2022-08-07,Marshall Munetsi,FR1,0,0,0,0,80
3839733_465830,3839733,465830,244,36,2022-08-07,Mattéo Guendouzi,FR1,0,0,0,0,77
3839734_191056,3839734,191056,826,273,2022-08-07,Brice Samba,FR1,0,0,0,0,90
3839734_250779,3839734,250779,3911,3911,2022-08-07,Brendan Chardonnet,FR1,1,0,0,0,90
3839734_354726,3839734,354726,826,826,2022-08-07,Florian Sotoca,FR1,0,0,3,0,77
3839734_368887,3839734,368887,826,506,2022-08-07,Loïs Openda,FR1,0,0,0,0,76
3839734_474662,3839734,474662,3911,3911,2022-08-07,Hugo Magnetti,FR1,0,0,0,0,16
3839734_485960,3839734,485960,3911,273,2022-08-07,Lilian Brassier,FR1,1,0,0,0,90
3839736_486049,3839736,486049,273,281,2022-08-07,Jérémy Doku,FR1,0,0,0,0,17
3839736_654539,3839736,654539,273,989,2022-08-07,Adrien Truffert,FR1,1,0,0,0,90
3839736_823231,3839736,823231,1158,1148,2022-08-07,Dango Ouattara,FR1,0,0,0,0,90
3839737_418659,3839737,418659,417,244,2022-08-07,Amine Gouiri,FR1,0,0,0,0,70
3839737_463618,3839737,463618,417,506,2022-08-07,Khéphren Thuram,FR1,0,0,0,0,90
3839737_538964,3839737,538964,415,1025,2022-08-07,Thijs Dallinga,FR1,0,0,1,0,79
3839737_855015,3839737,855015,415,24,2022-08-07,Farès Chaïbi,FR1,0,0,0,0,69
3839055_124502,3839055,124502,60,60,2022-08-12,Matthias Ginter,L1,0,0,0,1,90
3839055_125714,3839055,125714,60,15,2022-08-12,Mark Flekken,L1,0,0,0,0,90
3839055_185077,3839055,185077,60,60,2022-08-12,Vincenzo Grifo,L1,0,0,0,0,85
3839055_187492,3839055,187492,16,16,2022-08-12,Julian Brandt,L1,0,0,0,1,14
3839055_190284,3839055,190284,60,60,2022-08-12,Maximilian Eggestein,L1,0,0,0,0,90
3839055_257814,3839055,257814,16,16,2022-08-12,Gregor Kobel,L1,0,0,0,0,90
3839055_326029,3839055,326029,16,12,2022-08-12,Donyell Malen,L1,0,0,0,0,70
3839055_358504,3839055,358504,60,24,2022-08-12,Ritsu Doan,L1,0,0,0,0,85
3839055_581678,3839055,581678,16,418,2022-08-12,Jude Bellingham,L1,1,0,0,0,90
3839778_288225,3839778,288225,995,273,2022-08-12,Ludovic Blas,FR1,0,0,0,0,90
3839778_462348,3839778,462348,995,995,2022-08-12,Mostafa Mohamed,FR1,0,0,0,0,79
3839778_533738,3839778,533738,1082,506,2022-08-12,Jonathan David,FR1,0,0,0,1,90
3839778_84301,3839778,84301,1082,1082,2022-08-12,Benjamin André,FR1,1,0,0,0,90
3844093_213670,3844093,213670,331,331,2022-08-12,Lucas Torró,ES1,0,0,0,0,90
3844093_248738,3844093,248738,331,331,2022-08-12,Sergio Herrera,ES1,1,0,0,0,90
3844093_552425,3844093,552425,331,331,2022-08-12,Jon Moncayola,ES1,0,0,0,0,90
3844093_618809,3844093,618809,331,3368,2022-08-12,Manu Sánchez,ES1,0,0,0,0,11
3844093_634131,3844093,634131,331,331,2022-08-12,Aimar Oroz,ES1,0,0,1,0,81
3844093_74294,3844093,74294,368,368,2022-08-12,Nemanja Gudelj,ES1,0,0,0,0,90
3844093_785353,3844093,785353,331,1108,2022-08-12,Pablo Ibáñez,ES1,0,0,0,0,9
3844093_93936,3844093,93936,331,714,2022-08-12,Kike García,ES1,0,0,0,0,9
3837824_249994,3837824,249994,543,543,2022-08-13,José Sá,GB1,0,0,0,0,90
3837824_349701,3837824,349701,931,931,2022-08-13,Antonee Robinson,GB1,0,0,0,0,90
3837824_429014,3837824,429014,543,703,2022-08-13,Morgan Gibbs-White,GB1,1,0,0,0,90
3837824_469050,3837824,469050,543,1148,2022-08-13,Nathan Collins,GB1,0,0,0,0,90
3837824_525247,3837824,525247,543,379,2022-08-13,Maximilian Kilman,GB1,0,0,0,0,90
3837825_328784,3837825,328784,399,24,2022-08-13,Robin Koch,GB1,0,0,0,0,90
3837825_417346,3837825,417346,399,430,2022-08-13,Jack Harrison,GB1,1,0,0,1,84
3837827_188077,3837827,188077,989,989,2022-08-13,Ryan Christie,GB1,0,0,0,0,63
3837827_241641,3837827,241641,281,281,2022-08-13,Bernardo Silva,GB1,0,0,0,0,25
3837827_262980,3837827,262980,989,873,2022-08-13,Jefferson Lerma,GB1,0,0,0,0,90
3837827_406635,3837827,406635,281,281,2022-08-13,Phil Foden,GB1,0,0,1,1,45
3837827_418560,3837827,418560,281,281,2022-08-13,Erling Haaland,GB1,0,0,0,1,74
3837827_576024,3837827,576024,281,13,2022-08-13,Julián Alvarez,GB1,0,0,0,0,16
3837827_95424,3837827,95424,281,1132,2022-08-13,Kyle Walker,GB1,0,0,0,0,82
3837830_134270,3837830,134270,762,762,2022-08-13,Dan Burn,GB1,0,0,0,0,90
3837830_135343,3837830,135343,762,762,2022-08-13,Fabian Schär,GB1,1,0,0,0,90
3837830_144028,3837830,144028,1237,11,2022-08-13,Leandro Trossard,GB1,0,0,0,0,75
3837830_148153,3837830,148153,1237,1237,2022-08-13,Lewis Dunk,GB1,0,0,0,0,90
3837830_199527,3837830,199527,762,762,2022-08-13,Jacob Murphy,GB1,0,0,0,0,15
3837830_520624,3837830,520624,762,762,2022-08-13,Bruno Guimarães,GB1,0,0,0,0,90
3837830_534033,3837830,534033,1237,31,2022-08-13,Alexis Mac Allister,GB1,1,0,0,0,90
3837830_67063,3837830,67063,1237,1237,2022-08-13,Danny Welbeck,GB1,0,0,0,0,90
3837830_687626,3837830,687626,1237,631,2022-08-13,Moisés Caicedo,GB1,0,0,0,0,90
3837830_82873,3837830,82873,1237,1237,2022-08-13,Pascal Groß,GB1,0,0,0,0,90
3837831_240306,3837831,240306,985,985,2022-08-13,Bruno Fernandes,GB1,1,0,0,0,90
3837831_258923,3837831,258923,985,131,2022-08-13,Marcus Rashford,GB1,1,0,0,0,90
3837831_262749,3837831,262749,1148,11,2022-08-13,David Raya,GB1,0,0,0,0,90
3837831_270171,3837831,270171,1148,1148,2022-08-13,Vitaly Janelt,GB1,0,0,0,0,28
3837831_315969,3837831,315969,985,6195,2022-08-13,Scott McTominay,GB1,1,0,0,0,45
3837831_319859,3837831,319859,1148,1148,2022-08-13,Mathias Jensen,GB1,0,0,1,1,74
3837831_357147,3837831,357147,985,985,2022-08-13,Diogo Dalot,GB1,0,0,0,0,90
3837831_388165,3837831,388165,1148,762,2022-08-13,Yoane Wissa,GB1,0,0,0,0,17
3837831_413039,3837831,413039,1148,985,2022-08-13,Bryan Mbeumo,GB1,0,0,1,0,73
3837831_583189,3837831,583189,985,762,2022-08-13,Anthony Elanga,GB1,0,0,0,0,30
3837832_111873,3837832,111873,405,405,2022-08-13,Emiliano Martínez,GB1,0,0,0,0,90
3837832_126664,3837832,126664,405,405,2022-08-13,Lucas Digne,GB1,1,0,0,0,90
3837832_130164,3837832,130164,29,29,2022-08-13,Jordan Pickford,GB1,0,0,0,0,90
3837832_173504,3837832,173504,29,29,2022-08-13,James Tarkowski,GB1,0,0,0,0,90
3837832_193116,3837832,193116,405,405,2022-08-13,John McGinn,GB1,0,0,0,0,90
3837832_242631,3837832,242631,29,931,2022-08-13,Alex Iwobi,GB1,0,0,0,0,90
3837832_324358,3837832,324358,405,405,2022-08-13,Ollie Watkins,GB1,0,0,0,2,90
3837832_404842,3837832,404842,29,29,2022-08-13,Vitaliy Mykolenko,GB1,0,0,0,0,90
3837832_413403,3837832,413403,405,405,2022-08-13,Ezri Konsa,GB1,0,0,0,0,1
3837832_503733,3837832,503733,29,762,2022-08-13,Anthony Gordon,GB1,0,0,0,0,90
3837833_111455,3837833,111455,11,289,2022-08-13,Granit Xhaka,GB1,0,0,1,1,90
3837833_249565,3837833,249565,1003,405,2022-08-13,Youri Tielemans,GB1,0,0,0,0,63
3837833_262226,3837833,262226,1003,931,2022-08-13,Timothy Castagne,GB1,0,0,0,0,90
3837833_316264,3837833,316264,11,11,2022-08-13,Martin Ødegaard,GB1,0,0,0,0,90
3837833_433177,3837833,433177,11,11,2022-08-13,Bukayo Saka,GB1,0,0,0,0,84
3837833_435338,3837833,435338,11,11,2022-08-13,Gabriel,GB1,0,0,0,0,90
3837833_495666,3837833,495666,11,11,2022-08-13,William Saliba,GB1,0,0,0,0,90
3837833_655488,3837833,655488,11,11,2022-08-13,Gabriel Martinelli,GB1,0,0,1,0,90
3839053_196357,3839053,196357,15,27,2022-08-13,Jonathan Tah,L1,0,0,0,0,90
3839053_335457,3839053,335457,167,79,2022-08-13,Ermedin Demirovic,L1,1,0,0,1,66
3839053_484547,3839053,484547,15,31,2022-08-13,Jeremie Frimpong,L1,0,0,0,0,88
3839053_564545,3839053,564545,15,15,2022-08-13,Edmond Tapsoba,L1,0,0,0,0,90
3839054_451276,3839054,451276,23826,31,2022-08-13,Dominik Szoboszlai,L1,0,1,0,0,45
3839057_106872,3839057,106872,80,18,2022-08-13,Kevin Stöger,L1,0,0,0,1,90
3839057_324278,3839057,324278,533,23826,2022-08-13,Christoph Baumgartner,L1,0,0,1,0,75
3839057_46580,3839057,46580,533,533,2022-08-13,Andrej Kramaric,L1,0,0,0,0,90
3839057_55089,3839057,55089,533,533,2022-08-13,Oliver Baumann,L1,0,0,0,0,90
3839058_212723,3839058,212723,24,368,2022-08-13,Djibril Sow,L1,1,0,0,0,90
3839058_356141,3839058,356141,24,873,2022-08-13,Daichi Kamada,L1,0,0,1,0,86
3839058_371149,3839058,371149,24,12,2022-08-13,Evan Ndicka,L1,0,0,0,0,90
3839059_116088,3839059,116088,33,3,2022-08-13,Marius Bülter,L1,0,0,1,0,90
3839059_192635,3839059,192635,18,18,2022-08-13,Nico Elvedi,L1,0,0,0,0,90
3839059_318528,3839059,318528,18,46,2022-08-13,Marcus Thuram,L1,0,0,1,1,90
3839059_42205,3839059,42205,18,46,2022-08-13,Yann Sommer,L1,0,0,0,0,90
3839059_504153,3839059,504153,18,18,2022-08-13,Joe Scally,L1,0,0,0,0,90
3839060_193004,3839060,193004,79,16,2022-08-13,Waldemar Anton,L1,0,0,0,0,90
3839060_232320,3839060,232320,79,79,2022-08-13,Atakan Karazor,L1,0,0,0,0,8
3839060_272278,3839060,272278,79,79,2022-08-13,Chris Führich,L1,0,0,0,0,70
3839060_289835,3839060,289835,86,86,2022-08-13,Jens Stage,L1,0,0,0,0,78
3839060_346853,3839060,346853,86,86,2022-08-13,Romano Schmid,L1,0,0,0,0,12
3839776_195778,3839776,195778,162,79,2022-08-13,Alexander Nübel,FR1,0,0,0,0,90
3839776_486049,3839776,486049,273,281,2022-08-13,Jérémy Doku,FR1,0,0,0,0,14
3839776_569598,3839776,569598,162,5,2022-08-13,Youssouf Fofana,FR1,0,1,0,0,15
3839776_585959,3839776,585959,273,24,2022-08-13,Arnaud Kalimuendo,FR1,0,0,0,0,38
3839776_654539,3839776,654539,273,989,2022-08-13,Adrien Truffert,FR1,0,0,0,0,90
3839780_315858,3839780,315858,583,281,2022-08-13,Gianluigi Donnarumma,FR1,0,0,0,0,90
3839780_342229,3839780,342229,583,418,2022-08-13,Kylian Mbappé,FR1,0,0,1,0,86
3839780_487469,3839780,487469,583,583,2022-08-13,Vitinha,FR1,1,0,0,0,70
3839780_624037,3839780,624037,969,3911,2022-08-13,Joris Chotard,FR1,0,0,0,0,90
3844089_127108,3844089,127108,367,367,2022-08-13,Florian Lejeune,ES1,1,0,0,0,90
3844089_192009,3844089,192009,367,367,2022-08-13,Unai López,ES1,0,0,0,0,62
3844089_257062,3844089,257062,367,367,2022-08-13,Álvaro García,ES1,0,0,0,0,90
3844089_362086,3844089,362086,367,367,2022-08-13,Isi Palazón,ES1,0,0,0,0,79
3844089_38253,3844089,38253,131,131,2022-08-13,Robert Lewandowski,ES1,0,0,0,0,90
3844089_411295,3844089,411295,131,131,2022-08-13,Raphinha,ES1,0,0,0,0,60
3844089_449796,3844089,449796,367,331,2022-08-13,Alejandro Catena,ES1,1,0,0,0,90
3844089_466794,3844089,466794,131,131,2022-08-13,Eric García,ES1,0,0,0,0,90
3844089_517753,3844089,517753,367,367,2022-08-13,Óscar Valentín,ES1,0,0,0,0,28
3844089_525578,3844089,525578,367,367,2022-08-13,Pathé Ciss,ES1,1,0,0,0,90
3844091_142021,3844091,142021,714,237,2022-08-13,Sergi Darder,ES1,0,0,0,0,90
3844091_331505,3844091,331505,940,940,2022-08-13,Óscar Mingueza,ES1,0,0,0,0,1
3844091_423444,3844091,423444,940,12321,2022-08-13,Fran Beltrán,ES1,0,0,0,0,90
3844091_72047,3844091,72047,940,940,2022-08-13,Iago Aspas,ES1,1,0,1,0,90
3844096_548111,3844096,548111,1050,13,2022-08-13,Álex Baena,ES1,0,0,2,0,27
3844096_59561,3844096,59561,1050,1050,2022-08-13,Dani Parejo,ES1,0,0,0,0,90
3844740_198116,3844740,198116,46,46,2022-08-13,Federico Dimarco,IT1,0,0,0,0,90
3844740_238537,3844740,238537,1005,1005,2022-08-13,Wladimiro Falcone,IT1,0,0,0,0,90
3844740_255942,3844740,255942,46,46,2022-08-13,Nicolò Barella,IT1,0,0,0,0,90
3844740_273132,3844740,273132,46,430,2022-08-13,Robin Gosens,IT1,0,0,0,0,57
3844740_351955,3844740,351955,1005,2239,2022-08-13,Federico Baschirotto,IT1,1,0,0,0,90
3844740_392516,3844740,392516,1005,1005,2022-08-13,Antonino Gallo,IT1,0,0,0,0,90
3844740_406625,3844740,406625,46,46,2022-08-13,Lautaro Martínez,IT1,0,0,0,1,90
3844740_487843,3844740,487843,1005,252,2022-08-13,Lorenzo Colombo,IT1,1,0,0,0,27
3844740_55735,3844740,55735,46,46,2022-08-13,Henrikh Mkhitaryan,IT1,0,0,0,0,33
3844741_182906,3844741,182906,5,5,2022-08-13,Mike Maignan,IT1,0,0,0,0,90
3844741_314678,3844741,314678,5,418,2022-08-13,Brahim Díaz,IT1,0,0,1,1,71
3844741_357164,3844741,357164,5,5,2022-08-13,Rafael Leão,IT1,0,0,0,0,84
3844741_381950,3844741,381950,5,5,2022-08-13,Alexis Saelemaekers,IT1,0,0,0,0,19
3844741_435772,3844741,435772,5,800,2022-08-13,Charles De Ketelaere,IT1,0,0,0,0,19
3844741_528833,3844741,528833,410,800,2022-08-13,Lazar Samardžić,IT1,0,0,0,0,14
3844741_595809,3844741,595809,410,29,2022-08-13,Beto,IT1,0,0,0,0,24
3844742_186368,3844742,186368,416,416,2022-08-13,Valentino Lazaro,IT1,0,0,0,0,11
3844742_234523,3844742,234523,416,2239,2022-08-13,Antonio Sanabria,IT1,0,0,1,1,90
3844742_257474,3844742,257474,416,6195,2022-08-13,Vanja Milinković-Savić,IT1,0,0,0,0,90
3844742_293200,3844742,293200,416,416,2022-08-13,Nikola Vlašić,IT1,0,0,0,0,45
3844742_301238,3844742,301238,2919,506,2022-08-13,Michele Di Gregorio,IT1,0,0,0,0,90
3844742_467992,3844742,467992,416,5,2022-08-13,Samuele Ricci,IT1,0,0,0,1,90
3844742_585982,3844742,585982,2919,46,2022-08-13,Carlos Augusto,IT1,0,0,0,0,63
3844744_133179,3844744,133179,800,800,2022-08-13,Marten de Roon,IT1,1,0,0,0,90
3844744_165513,3844744,165513,800,800,2022-08-13,Berat Djimsiti,IT1,0,0,0,0,90
3844744_205938,3844744,205938,800,800,2022-08-13,Mario Pašalić,IT1,1,0,0,1,84
3844744_360518,3844744,360518,800,506,2022-08-13,Teun Koopmeiners,IT1,0,0,0,0,90
3837826_157672,3837826,157672,379,533,2022-08-14,Vladimír Coufal,GB1,0,0,0,0,90
